id_n,CONS_Alcohol_Tobacco,CONS_Clothing_Footwear,CONS_Communication,CONS_Education,CONS_Food,CONS_Health,CONS_Housing,CONS_Housing_Goods_Services,CONS_Miscellaneous,CONS_Recreation_Culture,CONS_Restaurants_Hotels,CONS_Transport,CONS_Total,CONS_Other,Year,weight
6060043820047.0,0.0,2000.0,0.0,0.0,19680.0,120.0,0.0,1680.0,500.0,0.0,0.0,0.0,23980.0,4300.0,2016,150.4157
6060043820054.0,0.0,8425.0,0.0,0.0,42000.0,2355.0,0.0,4850.0,250.0,0.0,475.0,9600.0,67955.0,25955.0,2016,150.4157
6060043820060.0,0.0,7300.0,0.0,0.0,33840.0,400.0,0.0,10593.650000000001,1125.0,3000.0,320.0,0.0,56578.65,22738.65,2016,150.4157
6060043820072.0,0.0,1140.0,0.0,0.0,27600.0,1480.0,0.0,4980.0,0.0,0.0,535.0,0.0,35735.0,8135.0,2016,150.4157
6060043820079.0,0.0,2950.0,0.0,0.0,27360.0,100.0,0.0,5240.0,0.0,0.0,420.0,0.0,36070.0,8710.0,2016,150.4157
6080021110001.0,0.0,3400.0,4800.0,5840.0,33120.0,80.0,0.0,5940.0,4772.9,0.0,0.0,0.0,57952.9,24832.9,2016,56.47284
6080021110008.0,0.0,4170.0,0.0,1640.0,38160.0,150.0,0.0,11305.8,790.0,0.0,0.0,0.0,56215.8,18055.800000000003,2016,56.47284
6080021110011.0,0.0,7220.0,0.0,4875.0,34080.0,150.0,0.0,8580.0,700.0,1440.0,380.0,0.0,57425.0,23345.0,2016,56.47284
6080021110017.0,0.0,5100.0,0.0,0.0,33600.0,500.0,0.0,8575.0,950.0,0.0,280.0,0.0,49005.0,15405.0,2016,56.47284
6080021110020.0,0.0,4400.0,9600.0,3750.0,69600.0,160.0,0.0,7690.0,9950.0,1200.0,1440.0,24000.0,131790.0,62190.0,2016,56.47284
6080021110023.0,0.0,28275.0,0.0,21640.0,72240.0,2570.0,2538.6000000000004,6805.0,28804.000000000004,600.0,525.0,0.0,163997.6,91757.6,2016,56.47284
6080021110030.0,0.0,31700.0,0.0,5320.0,69360.0,270.0,28904.000000000004,22910.0,925.0,3720.0,525.0,0.0,163634.0,94274.0,2016,56.47284
6080021110033.0,0.0,21170.0,4800.0,22175.0,31440.0,325.0,0.0,10620.0,20138.6,4700.0,510.0,0.0,115878.6,84438.6,2016,56.47284
6080021110039.0,0.0,9850.0,4800.0,675.0,50640.0,10800.0,0.0,9700.0,150.0,4960.0,480.0,0.0,92055.0,41415.0,2016,56.47284
6080021110042.0,0.0,40354.4,0.0,20360.0,82800.0,0.0,3777.2000000000003,24940.0,10900.0,8400.0,2390.0,0.0,193921.6,111121.6,2016,56.47284
6100010120006.0,0.0,5500.0,4320.0,0.0,38352.0,150.0,0.0,6150.0,0.0,0.0,80.0,0.0,54552.0,16200.0,2016,117.26942
6100010120012.0,0.0,5580.0,0.0,750.0,28320.0,40.0,0.0,10600.0,400.0,0.0,0.0,7200.0,52890.0,24570.0,2016,117.26942
6100010120024.0,0.0,1650.0,0.0,0.0,0.0,2250.0,0.0,7910.0,0.0,0.0,785.0,14400.0,26995.0,26995.0,2016,117.26942
6100010120030.0,1440.0,2450.0,0.0,5317.200000000001,30720.0,1125.0,0.0,38449.8,1222.15,0.0,380.0,0.0,81104.15,50384.149999999994,2016,117.26942
6100010120036.0,0.0,3681.4500000000003,0.0,2172.15,34320.0,10.0,0.0,4985.0,1100.0,0.0,685.0,0.0,46953.6,12633.599999999999,2016,117.26942
6100010120049.0,0.0,4440.0,3840.0,0.0,9120.0,1100.0,7000.0,6000.0,900.0,0.0,50.0,0.0,32450.0,23330.0,2016,117.26942
6100010120055.0,0.0,6450.0,0.0,2710.0,51840.0,345.0,0.0,12170.0,50.0,0.0,0.0,0.0,73565.0,21725.0,2016,117.26942
6100010120067.0,0.0,9650.0,0.0,8010.0,46320.0,50.0,0.0,11010.0,450.0,0.0,785.0,0.0,76275.0,29955.0,2016,117.26942
6100010120073.0,3840.0,9775.0,5280.0,2100.0,72960.0,340.0,0.0,6045.0,600.0,0.0,40.0,0.0,100980.0,28020.0,2016,117.26942
6100010120079.0,0.0,7775.0,0.0,0.0,41280.0,0.0,477150.00000000006,11075.0,0.0,0.0,0.0,0.0,537280.0,496000.0,2016,117.26942
6100011510001.0,0.0,3700.0,0.0,4425.0,41040.0,0.0,0.0,8745.0,625.0,1560.0,920.0,0.0,61015.0,19975.0,2016,19.23379
6100011510003.0,0.0,9825.0,9600.0,12950.0,42000.0,0.0,0.0,12535.0,1250.0,1710.0,820.0,0.0,90690.0,48690.0,2016,19.23379
6100011510004.0,0.0,4800.0,4800.0,20225.0,70320.0,0.0,0.0,15675.0,300.0,2520.0,100.0,0.0,118740.0,48420.0,2016,19.23379
6100011510006.0,0.0,15300.0,0.0,5350.0,28560.0,0.0,0.0,8310.0,100.0,0.0,0.0,0.0,57620.0,29060.0,2016,19.23379
6100011510007.0,0.0,13100.0,0.0,11800.0,50880.0,420.0,0.0,7040.0,0.0,0.0,30.0,38400.0,121670.0,70790.0,2016,19.23379
6100011510008.0,0.0,24160.0,0.0,13700.0,50880.0,240.0,0.0,10470.0,0.0,0.0,60.0,9600.0,109110.0,58230.0,2016,19.23379
6100011510010.0,0.0,32900.0,0.0,25850.0,127440.0,350.0,0.0,13480.0,872.1500000000001,6000.0,570.0,28800.0,236262.15,108822.15,2016,19.23379
6100011510011.0,0.0,24250.0,0.0,3930.0,45456.0,70.0,0.0,10442.9,400.0,0.0,0.0,9600.0,94148.9,48692.899999999994,2016,19.23379
6100011510013.0,0.0,16150.0,0.0,0.0,62400.0,130.0,0.0,8460.0,150.0,0.0,0.0,0.0,87290.0,24890.0,2016,19.23379
6100011510014.0,0.0,12510.0,0.0,8450.0,45840.0,210.0,0.0,9960.0,100.0,0.0,145.0,19200.0,96415.0,50575.0,2016,19.23379
6100012620001.0,960.0,10550.0,0.0,0.0,42960.0,1400.0,71572.5,5490.0,0.0,0.0,0.0,14400.0,147332.5,104372.5,2016,147.25504
6100012620006.0,0.0,3925.0,0.0,950.0,45120.0,1900.0,190860.0,5875.0,0.0,0.0,0.0,0.0,248630.0,203510.0,2016,147.25504
6100012620016.0,0.0,3100.0,0.0,2420.0,33360.0,300.0,0.0,4280.0,150.0,0.0,260.0,0.0,43870.0,10510.0,2016,147.25504
6100012620021.0,0.0,3780.0,0.0,0.0,35280.0,6550.0,0.0,2160.0,0.0,0.0,190.0,0.0,47960.0,12680.0,2016,147.25504
6100012620025.0,0.0,4275.0,0.0,2150.0,59760.0,625.0,0.0,5940.0,0.0,0.0,0.0,16800.0,89550.0,29790.0,2016,147.25504
6100012620035.0,0.0,3400.0,0.0,0.0,52800.0,630.0,66801.0,4766.0,0.0,6500.0,200.0,0.0,135097.0,82297.0,2016,147.25504
6100012620040.0,0.0,0.0,0.0,0.0,2160.0,30.0,0.0,420.0,0.0,0.0,0.0,0.0,2610.0,450.0,2016,147.25504
6100012620050.0,0.0,2900.0,5280.0,0.0,85200.0,900.0,0.0,2940.0,0.0,0.0,1790.0,0.0,99010.0,13810.0,2016,147.25504
6100012620055.0,0.0,2505.0,0.0,0.0,12240.0,160.0,0.0,2890.0,2300.0,0.0,0.0,0.0,20095.0,7855.0,2016,147.25504
6100012620060.0,0.0,3900.0,0.0,0.0,29520.0,3360.0,0.0,7420.0,1250.0,0.0,0.0,0.0,45450.0,15930.0,2016,147.25504
6100015010002.0,960.0,3170.0,4800.0,1670.0,120720.0,1730.0,57858.00000000001,8742.15,667.1500000000001,0.0,110.0,2160.0,202587.30000000002,81867.30000000002,2016,154.245
6100015010018.0,0.0,12554.400000000001,9600.0,2300.0,97440.0,650.0,50125.75,27390.05,5476.9400000000005,1970.0,605.0,0.0,208112.13999999998,110672.13999999998,2016,154.245
6100015010027.0,0.0,12262.25,4800.0,6260.0,106800.0,400.0,14364.500000000002,16587.2,150.0,0.0,435.0,0.0,162058.95,55258.95000000001,2016,154.245
6100015010043.0,0.0,8465.8,0.0,0.0,17280.0,14164.500000000002,74355.4,25130.0,0.0,0.0,760.0,0.0,140155.69999999998,122875.69999999998,2016,154.245
6100015010052.0,0.0,7266.45,4800.0,15294.3,71040.0,13803.75,0.0,9130.0,472.15000000000003,0.0,365.0,48000.0,170171.65,99131.65,2016,154.245
6100015010060.0,0.0,9641.45,8640.0,0.0,87120.0,525.0,0.0,14538.7,650.0,0.0,380.0,48000.0,169495.15,82375.15,2016,154.245
6100015010077.0,0.0,8005.05,22663.2,11543.65,50400.0,5590.0,1416.45,32105.0,0.0,4100.0,6190.05,51600.0,193613.4,143213.4,2016,154.245
6100015010085.0,0.0,0.0,0.0,8950.0,23280.0,18000.0,76344.0,240.0,300.0,0.0,270.0,0.0,127384.0,104104.0,2016,154.245
6100015010102.0,0.0,650.0,2400.0,0.0,124080.0,4150.0,42943.5,6650.0,0.0,1500.0,1500.0,0.0,183873.5,59793.5,2016,154.245
6100015010110.0,0.0,2575.0,0.0,0.0,105840.0,1550.0,139317.8,6100.0,0.0,0.0,260.0,0.0,255642.8,149802.8,2016,154.245
6100021220003.0,0.0,4394.3,0.0,0.0,29520.0,0.0,0.0,6985.0,880.0,5700.0,910.0,0.0,48389.3,18869.300000000003,2016,89.676605
6100021220008.0,0.0,24420.0,10560.0,19880.0,50640.0,310.0,0.0,11600.0,900.0,0.0,220.0,33600.0,152130.0,101490.0,2016,89.676605
6100021220017.0,0.0,6204.3,14400.0,1400.0,58464.0,13822.25,0.0,12600.0,5510.0,0.0,0.0,40800.0,153200.55,94736.54999999999,2016,89.676605
6100021220022.0,0.0,4816.45,0.0,0.0,53040.0,0.0,0.0,6200.0,900.0,2460.0,495.0,14400.0,82311.45,29271.449999999997,2016,89.676605
6100021220026.0,2880.0,15760.0,9600.0,1580.0,78480.0,335.0,0.0,8600.0,7104.3,0.0,0.0,28800.0,153139.3,74659.29999999999,2016,89.676605
6100021220036.0,0.0,15000.0,0.0,0.0,24960.0,4260.0,0.0,6330.0,100.0,0.0,0.0,7200.0,57850.0,32890.0,2016,89.676605
6100021220040.0,0.0,6594.3,0.0,0.0,44400.0,0.0,25.0,8740.0,1550.0,0.0,0.0,0.0,61309.3,16909.300000000003,2016,89.676605
6100021220050.0,0.0,4816.45,0.0,0.0,29520.0,390.0,0.0,5760.0,0.0,0.0,0.0,0.0,40486.45,10966.449999999997,2016,89.676605
6100021220054.0,2880.0,23220.0,5280.0,18652.4,45840.0,535.0,95430.0,8910.0,200.0,0.0,510.0,19200.0,220657.4,174817.4,2016,89.676605
6100021220059.0,0.0,20639.350000000002,11520.0,0.0,35040.0,230.0,0.0,16950.0,7000.0,0.0,0.0,0.0,91379.35,56339.350000000006,2016,89.676605
6100022820001.0,0.0,6732.900000000001,9600.0,0.0,13680.0,100.0,0.0,19410.0,4336.45,1200.0,1170.0,19200.0,75429.35,61749.350000000006,2016,128.22206
6100022820014.0,0.0,7412.900000000001,0.0,0.0,85680.0,80.0,0.0,11585.05,1594.3000000000002,0.0,375.0,14400.0,121127.25,35447.25,2016,128.22206
6100022820021.0,0.0,100.0,0.0,0.0,62880.0,300.0,0.0,3480.0,0.0,0.0,0.0,0.0,66760.0,3880.0,2016,128.22206
6100022820034.0,0.0,1730.0,0.0,0.0,15600.0,275.0,0.0,3210.0,0.0,0.0,0.0,0.0,20815.0,5215.0,2016,128.22206
6100022820040.0,0.0,7100.0,5280.0,4600.0,55200.0,800.0,143195.0,1920.0,0.0,0.0,795.0,0.0,218890.0,163690.0,2016,128.22206
6100022820047.0,0.0,9940.8,5280.0,0.0,83760.0,3750.0,50.0,9240.0,1750.0,900.0,415.0,12000.0,127085.8,43325.8,2016,128.22206
6100022820060.0,0.0,1500.0,0.0,0.0,38160.0,1050.0,50.0,4800.0,0.0,0.0,150.0,0.0,45710.0,7550.0,2016,128.22206
6100022820067.0,0.0,5475.0,4800.0,0.0,19200.0,800.0,150.0,8845.8,600.0,600.0,90.0,0.0,40560.8,21360.800000000003,2016,128.22206
6100022820080.0,13440.0,3575.0,14400.0,5020.0,48960.0,5275.0,14314.500000000002,9890.0,0.0,0.0,0.0,0.0,114874.5,65914.5,2016,128.22206
6100022820086.0,0.0,1700.0,5280.0,1200.0,45840.0,4680.0,30.0,6430.0,450.0,0.0,335.0,7200.0,73145.0,27305.0,2016,128.22206
6100031820001.0,0.0,1925.0,0.0,0.0,34080.0,1275.0,0.0,2275.0,360.0,0.0,0.0,0.0,39915.0,5835.0,2016,87.6315
6100031820008.0,0.0,3375.0,0.0,0.0,12240.0,350.0,0.0,2640.0,450.0,0.0,0.0,0.0,19055.0,6815.0,2016,87.6315
6100031820011.0,0.0,1350.0,0.0,0.0,10320.0,0.0,0.0,2095.0,0.0,0.0,260.0,0.0,14025.0,3705.0,2016,87.6315
6100031820015.0,0.0,325.0,4800.0,0.0,39600.0,1750.0,0.0,7315.0,0.0,0.0,0.0,4800.0,58590.0,18990.0,2016,87.6315
6100031820021.0,0.0,6425.0,15840.0,0.0,36000.0,300.0,0.0,6510.0,0.0,0.0,0.0,16800.0,81875.0,45875.0,2016,87.6315
6100031820025.0,960.0,10344.3,0.0,5500.0,68160.0,750.0,0.0,14610.0,1050.0,2400.0,0.0,4800.0,108574.3,40414.3,2016,87.6315
6100031820031.0,0.0,6400.0,0.0,0.0,78960.0,500.0,19086.0,9365.0,11944.3,0.0,990.0,9600.0,136845.3,57885.29999999999,2016,87.6315
6100031820035.0,0.0,7475.0,0.0,0.0,53280.0,350.0,9543.0,28935.0,0.0,0.0,60.0,7200.0,106843.0,53563.0,2016,87.6315
6100031820038.0,0.0,3200.0,0.0,0.0,55920.0,0.0,0.0,3865.0,650.0,0.0,1095.0,0.0,64730.0,8810.0,2016,87.6315
6100031820045.0,2400.0,0.0,0.0,6008.6,0.0,1600.0,0.0,5880.0,500.0,0.0,1355.0,0.0,17743.6,17743.6,2016,87.6315
6100040120008.0,0.0,18610.1,0.0,48122.5,61920.0,1050.0,0.0,10840.0,2832.9,0.0,120.0,0.0,143495.5,81575.5,2016,171.42734
6100040120026.0,0.0,3675.0,0.0,4150.0,93840.0,1700.0,19086.0,11010.0,175.0,0.0,0.0,0.0,133636.0,39796.0,2016,171.42734
6100040120034.0,0.0,22973.0,0.0,225.0,78960.0,130.0,0.0,17005.0,2022.15,1750.0,240.0,38400.0,161705.15,82745.15,2016,171.42734
6100040120043.0,0.0,6760.75,0.0,0.0,21120.0,0.0,0.0,6240.0,900.0,0.0,370.0,19200.0,54590.75,33470.75,2016,171.42734
6100040120061.0,0.0,29079.65,5280.0,21340.0,156480.0,1400.0,28329.000000000004,25039.35,1744.3000000000002,12000.0,240.0,38400.0,319332.3,162852.3,2016,171.42734
6100040120069.0,0.0,9521.5,0.0,1040.0,36480.0,120.0,0.0,16500.0,1150.0,0.0,0.0,33600.0,98411.5,61931.5,2016,171.42734
6100040120087.0,0.0,12250.0,0.0,0.0,20640.0,4700.0,69186.75,18495.0,16525.25,0.0,0.0,24000.0,165797.0,145157.0,2016,171.42734
6100040120096.0,0.0,5200.0,0.0,0.0,0.0,0.0,0.0,3785.0,0.0,0.0,670.0,4800.0,14455.0,14455.0,2016,171.42734
6100040120105.0,0.0,31665.8,10560.0,8600.0,75600.0,17430.0,750.0,16472.9,2966.45,0.0,175.0,0.0,164220.15000000002,88620.15000000002,2016,171.42734
6100040120122.0,0.0,1750.0,0.0,0.0,18720.0,50.0,0.0,4570.0,3532.9,250.0,425.0,0.0,29297.9,10577.900000000001,2016,171.42734
6120010420010.0,0.0,2450.0,0.0,0.0,30720.0,110.0,174518.3,6120.0,2280.0,0.0,0.0,0.0,216198.3,185478.3,2016,146.05061
6120010420018.0,0.0,4500.0,0.0,3860.0,19440.0,0.0,0.0,9360.0,1150.0,0.0,0.0,0.0,38310.0,18870.0,2016,146.05061
6120010420033.0,0.0,6920.0,0.0,1525.0,32160.0,1500.0,0.0,5760.0,410.0,240.0,185.0,0.0,48700.0,16540.0,2016,146.05061
6120010420041.0,0.0,5415.0,0.0,0.0,43440.0,700.0,0.0,11827.9,3530.0,900.0,550.0,0.0,66362.9,22922.899999999994,2016,146.05061
6120010420049.0,7200.0,3675.0,0.0,0.0,19920.0,350.0,0.0,6060.0,0.0,1600.0,0.0,0.0,38805.0,18885.0,2016,146.05061
6120010420064.0,4800.0,2800.0,0.0,0.0,20400.0,0.0,0.0,5120.0,150.0,0.0,0.0,0.0,33270.0,12870.0,2016,146.05061
6120010420072.0,0.0,8800.0,0.0,0.0,33840.0,3550.0,0.0,6150.0,600.0,3000.0,55.0,0.0,55995.0,22155.0,2016,146.05061
6120010420087.0,0.0,30437.95,0.0,0.0,47520.0,6690.0,0.0,23570.0,2400.0,4100.0,945.0,26400.0,142062.95,94542.95000000001,2016,146.05061
6120010420095.0,0.0,2755.0,0.0,550.0,28560.0,450.0,600.0,8755.0,875.0,0.0,270.0,0.0,42815.0,14255.0,2016,146.05061
6120010420103.0,0.0,2850.0,0.0,0.0,33600.0,50.0,0.0,5610.0,400.0,720.0,890.0,38400.0,82520.0,48920.0,2016,146.05061
6120021720015.0,0.0,11927.2,0.0,25949.3,132960.0,490.0,0.0,17280.0,28981.6,0.0,290.0,38400.0,256278.1,123318.1,2016,241.08519
6120021720052.0,0.0,23620.0,0.0,0.0,55200.0,450.0,0.0,17830.1,280.0,0.0,380.0,19200.0,116960.1,61760.100000000006,2016,241.08519
6120021720071.0,0.0,12080.0,0.0,0.0,32400.0,300.0,0.0,7840.0,750.0,0.0,20.0,110400.0,163790.0,131390.0,2016,241.08519
6120021720092.0,0.0,11694.3,5280.0,2050.0,76080.0,170.0,0.0,10390.0,11300.0,0.0,335.0,3600.0,120899.3,44819.3,2016,241.08519
6120021720127.0,9600.0,15940.0,28800.0,15100.0,147120.0,200.0,0.0,27290.0,4500.0,4800.0,0.0,67200.0,320550.0,173430.0,2016,241.08519
6120021720164.0,0.0,23250.0,0.0,7500.0,77280.0,450.0,42493.5,17920.0,2500.0,0.0,975.0,0.0,172368.5,95088.5,2016,241.08519
6120021720184.0,0.0,26650.0,11520.0,0.0,140640.0,600.0,23857.5,20040.0,0.0,0.0,1745.0,0.0,225052.5,84412.5,2016,241.08519
6120021720202.0,0.0,9000.0,0.0,3495.0,72720.0,200.0,0.0,18925.0,7313.6,2900.0,0.0,0.0,114553.6,41833.600000000006,2016,241.08519
6120021720221.0,0.0,15650.0,26400.0,32807.5,72480.0,400.0,17941.7,17685.0,7850.0,0.0,210.0,33600.0,225024.2,152544.2,2016,241.08519
6120021720259.0,0.0,8874.3,15840.0,2570.0,14400.0,600.0,0.0,13090.0,1260.0,3210.0,1350.0,9600.0,70794.3,56394.3,2016,241.08519
6120040420005.0,0.0,5345.0,0.0,0.0,36720.0,800.0,0.0,9930.0,2000.0,0.0,0.0,0.0,54795.0,18075.0,2016,136.58437
6120040420011.0,1920.0,3610.0,0.0,0.0,41280.0,0.0,0.0,4650.0,3425.0,0.0,0.0,0.0,54885.0,13605.0,2016,136.58437
6120040420022.0,1920.0,2800.0,0.0,0.0,33552.0,400.0,577980.0,2325.0,1200.0,600.0,770.0,28800.0,650347.0,616795.0,2016,136.58437
6120040420028.0,0.0,2900.0,0.0,0.0,81120.0,5750.0,0.0,5325.0,550.0,0.0,315.0,0.0,95960.0,14840.0,2016,136.58437
6120040420034.0,0.0,2955.0,0.0,0.0,27360.0,2265.0,12692.19,1800.0,1400.0,0.0,0.0,0.0,48472.19,21112.190000000002,2016,136.58437
6120040420046.0,1920.0,1420.0,0.0,0.0,36720.0,4655.0,286290.0,825.0,0.0,0.0,350.0,0.0,332180.0,295460.0,2016,136.58437
6120040420052.0,0.0,725.0,0.0,0.0,25200.0,260.0,0.0,740.0,600.0,0.0,240.0,0.0,27765.0,2565.0,2016,136.58437
6120040420063.0,0.0,0.0,0.0,0.0,2880.0,150.0,0.0,7100.0,500.0,0.0,225.0,0.0,10855.0,7975.0,2016,136.58437
6120040420069.0,0.0,3435.0,0.0,0.0,12240.0,500.0,47715.0,4720.0,1050.0,0.0,325.0,0.0,69985.0,57745.0,2016,136.58437
6120040420075.0,0.0,10850.0,0.0,1475.0,27120.0,4970.0,0.0,13670.0,600.0,0.0,560.0,19200.0,78445.0,51325.0,2016,136.58437
6120051120002.0,0.0,8319.3,0.0,0.0,54480.0,0.0,23857.5,6910.0,0.0,2670.0,800.0,4800.0,101836.8,47356.8,2016,184.91423
6120051120014.0,0.0,16650.0,4800.0,12750.0,95280.0,150.0,241519.30000000002,15492.9,1000.0,5500.0,1145.0,0.0,394287.2,299007.2,2016,184.91423
6120051120021.0,0.0,20493.65,5280.0,2800.0,47760.0,10600.0,0.0,22771.5,7600.0,3500.0,660.0,0.0,121465.15,73705.15,2016,184.91423
6120051120027.0,0.0,5480.0,0.0,2050.0,57600.0,0.0,0.0,19880.0,0.0,4800.0,1865.0,0.0,91675.0,34075.0,2016,184.91423
6120051120039.0,2400.0,7930.0,5760.0,2425.0,92640.0,400.0,27207.5,21361.5,3400.0,2400.0,1040.0,0.0,166964.0,74324.0,2016,184.91423
6120051120046.0,0.0,4870.0,0.0,550.0,67440.0,100.0,0.0,13700.0,4560.0,4000.0,1500.0,33000.0,129720.0,62280.0,2016,184.91423
6120051120058.0,0.0,6850.0,4800.0,83815.5,120720.0,1275.0,20.0,16080.0,1416.45,0.0,1100.0,0.0,236076.95,115356.95000000001,2016,184.91423
6120051120065.0,0.0,21288.6,0.0,15300.0,74880.0,655.0,0.0,17380.0,5550.0,6720.0,1455.0,0.0,143228.6,68348.6,2016,184.91423
6120051120071.0,0.0,8180.0,5280.0,2950.0,100080.0,370.0,10.0,10340.0,6165.8,0.0,1360.0,0.0,134735.8,34655.79999999999,2016,184.91423
6120051120083.0,0.0,8600.0,4800.0,3250.0,63120.0,200.0,0.0,16960.0,450.0,5000.0,2255.0,0.0,104635.0,41515.0,2016,184.91423
6120061320008.0,0.0,7575.0,0.0,0.0,46800.0,0.0,20.0,11342.15,250.0,2500.0,350.0,24000.0,92837.15,46037.149999999994,2016,132.31612
6120061320012.0,0.0,9944.3,4800.0,0.0,42960.0,0.0,0.0,18085.0,6275.0,6000.0,410.0,11040.0,99514.3,56554.3,2016,132.31612
6120061320017.0,2400.0,6200.0,0.0,0.0,42000.0,40.0,0.0,10450.0,1100.0,5280.0,0.0,3840.0,71310.0,29310.0,2016,132.31612
6120061320026.0,0.0,8625.0,0.0,2600.0,27360.0,400.0,0.0,13620.0,400.0,720.0,2068.6000000000004,0.0,55793.6,28433.6,2016,132.31612
6120061320030.0,0.0,7355.0,4800.0,1197.15,39360.0,1375.0,0.0,18110.0,1122.15,0.0,0.0,0.0,73319.29999999999,33959.29999999999,2016,132.31612
6120061320039.0,0.0,6600.0,4800.0,1550.0,42960.0,1305.0,30400.0,6720.0,500.0,0.0,140.0,14400.0,109375.0,66415.0,2016,132.31612
6120061320043.0,0.0,7575.0,0.0,0.0,21360.0,0.0,850.0,7755.0,822.1500000000001,0.0,125.0,1920.0,40407.15,19047.15,2016,132.31612
6120061320048.0,0.0,8000.0,4800.0,0.0,54480.0,50.0,0.0,4930.0,10.0,1900.0,200.0,0.0,74370.0,19890.0,2016,132.31612
6120061320057.0,0.0,3350.0,0.0,0.0,42960.0,50.0,0.0,8650.0,1800.0,0.0,0.0,0.0,56810.0,13850.0,2016,132.31612
6120061320061.0,0.0,6050.0,0.0,0.0,26160.0,160.0,0.0,8760.0,800.0,0.0,500.0,0.0,42430.0,16270.0,2016,132.31612
6140010120005.0,0.0,13000.0,0.0,0.0,31920.0,0.0,0.0,15040.0,500.0,4100.0,675.0,0.0,65235.0,33315.0,2016,142.93713
6140010120011.0,0.0,12450.0,5280.0,0.0,38160.0,0.0,0.0,27660.0,1450.0,5950.0,1040.0,12000.0,103990.0,65830.0,2016,142.93713
6140010120024.0,0.0,8500.0,10560.0,12100.0,63600.0,0.0,0.0,32490.0,0.0,3020.0,430.0,0.0,130700.0,67100.0,2016,142.93713
6140010120031.0,0.0,14300.0,5280.0,0.0,38640.0,975.0,0.0,6650.0,500.0,5000.0,280.0,33600.0,105225.0,66585.0,2016,142.93713
6140010120043.0,0.0,1000.0,0.0,0.0,10800.0,200.0,0.0,4740.0,100.0,0.0,120.0,0.0,16960.0,6160.0,2016,142.93713
6140010120050.0,0.0,7300.0,0.0,0.0,20880.0,180.0,0.0,5100.0,900.0,1500.0,430.0,0.0,36290.0,15410.0,2016,142.93713
6140010120056.0,3840.0,2100.0,9600.0,0.0,3360.0,100.0,9443.0,15711.6,450.0,6000.0,870.0,0.0,51474.6,48114.6,2016,142.93713
6140010120069.0,1440.0,7400.0,0.0,3200.0,22320.0,750.0,0.0,7240.0,970.0,0.0,1260.0,0.0,44580.0,22260.0,2016,142.93713
6140010120076.0,0.0,4380.0,0.0,0.0,56400.0,250.0,76344.0,11040.0,3000.0,5600.0,135.0,0.0,157149.0,100749.0,2016,142.93713
6140010120088.0,2400.0,4240.0,0.0,0.0,50640.0,50.0,0.0,10780.0,24913.2,5900.0,430.0,0.0,99353.2,48713.2,2016,142.93713
6140021910012.0,0.0,43844.15,4800.0,26363.950000000004,164160.0,4721.5,9443.0,31700.0,12775.900000000001,4800.0,660.0,81600.0,384868.5,220708.5,2016,187.0715
6140021910042.0,0.0,13476.55,0.0,12020.0,82080.0,350.0,0.0,11920.0,18886.0,1920.0,390.0,10080.0,151122.55,69042.54999999999,2016,187.0715
6140021910058.0,17280.0,27468.8,2640.0,99623.65000000001,18240.0,70.0,0.0,25260.0,0.0,6010.0,2030.0,0.0,198622.45,180382.45,2016,187.0715
6140021910073.0,0.0,33255.35,4800.0,20675.0,94320.0,3315.0,36233.4,37841.600000000006,1450.0,3250.0,740.0,0.0,235880.35,141560.35,2016,187.0715
6140021910104.0,0.0,6650.0,0.0,0.0,10080.0,1500.0,0.0,9230.0,1500.0,3200.0,0.0,0.0,32160.0,22080.0,2016,187.0715
6140021910119.0,0.0,7150.0,0.0,0.0,15600.0,300.0,19086.0,13720.0,70.0,1300.0,70.0,0.0,57296.0,41696.0,2016,187.0715
6140021910149.0,0.0,10800.0,4800.0,0.0,59760.0,0.0,47715.0,13035.0,350.0,0.0,900.0,0.0,137360.0,77600.0,2016,187.0715
6140021910165.0,0.0,8200.0,0.0,114218.65,87360.0,0.0,0.0,23650.0,1450.0,0.0,810.0,0.0,235688.65,148328.65,2016,187.0715
6140021910180.0,0.0,25050.300000000003,28329.0,22500.1,78480.0,80.0,17097.4,56724.8,0.0,3200.0,3205.0,0.0,234666.6,156186.6,2016,187.0715
6140021910211.0,0.0,18358.0,21600.0,9860.75,150480.0,50.0,0.0,16920.0,0.0,0.0,550.0,0.0,217818.75,67338.75,2016,187.0715
6140022810001.0,0.0,12276.55,10560.0,3125.0,77760.0,0.0,47715.0,13665.0,160.0,4500.0,440.0,0.0,170201.55,92441.54999999999,2016,295.2125
6140022810028.0,0.0,2800.0,0.0,10320.1,31920.0,0.0,0.0,2370.0,100.0,800.0,1740.0,0.0,50050.1,18130.1,2016,295.2125
6140022810041.0,0.0,160.0,0.0,0.0,2880.0,310.0,0.0,3960.0,0.0,0.0,860.0,0.0,8170.0,5290.0,2016,295.2125
6140022810069.0,0.0,59471.5,9600.0,8900.0,130320.0,210.0,95430.0,18210.0,250.0,0.0,370.0,0.0,322761.5,192441.5,2016,295.2125
6140022810082.0,0.0,51559.45,14400.0,0.0,97680.0,6850.0,143145.0,43000.950000000004,250.0,0.0,590.0,21600.0,379075.4,281395.4,2016,295.2125
6140022810096.0,0.0,22721.550000000003,21120.0,9440.0,144960.0,1045.0,66801.0,15960.0,0.0,360.0,300.0,0.0,282707.55,137747.55,2016,295.2125
