id_n,WT2016,WT2017,WT2018,WT2019,WT2020,WT2021,WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028,WT2029,WT2030
3060081010082.0,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178
3060081010090.0,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178
3060081010098.0,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178,42.287178
3080010220006.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220011.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220017.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220028.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220034.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220045.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220050.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220056.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220067.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080010220073.0,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623,33.06623
3080020210003.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210010.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210013.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210022.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210026.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210032.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210035.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210039.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210045.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080020210116.0,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109,25.910109
3080030120016.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120029.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120056.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120069.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120083.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120110.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120123.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120150.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120163.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030120177.0,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832,74.76832
3080030920017.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920030.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920044.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920071.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920085.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920112.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920126.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920140.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920167.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080030920180.0,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788,58.017788
3080031420001.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420006.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420014.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420019.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420023.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420031.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420036.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420044.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420049.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080031420053.0,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025,45.385025
3080040320002.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320006.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320013.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320017.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320025.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320028.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320032.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320040.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320044.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080040320051.0,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757,18.757757
3080041020004.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020010.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020016.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020029.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020035.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020047.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020054.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020060.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020072.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080041020078.0,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046,55.937046
3080080320004.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320010.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320023.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320029.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320042.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320048.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320055.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320067.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320074.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
3080080320086.0,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034,36.918034
6020010420007.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420016.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420033.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420042.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420050.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420068.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420076.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420093.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420102.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020010420111.0,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655,196.74655
6020030620010.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620020.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620029.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620047.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620057.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620075.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620085.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620094.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620112.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020030620122.0,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374,208.89374
6020040810015.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810052.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810071.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810090.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810127.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810146.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810184.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810202.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810221.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020040810259.0,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913,288.44913
6020042010003.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010005.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010009.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010011.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010012.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010016.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010018.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010022.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010024.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020042010025.0,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339,33.9339
6020050720008.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720020.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720045.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720057.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720070.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720095.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720107.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720132.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720144.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6020050720156.0,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647,482.22647
6040011310010.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310021.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310042.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310052.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310073.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310083.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310093.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310114.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310124.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040011310145.0,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583,150.19583
6040021110008.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110017.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110035.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110044.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110062.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110071.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110080.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110099.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110108.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021110126.0,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966,240.91966
6040021210007.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210021.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210049.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210063.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210090.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210104.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210118.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210146.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210160.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040021210187.0,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175,319.76175
6040031420012.0,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836
6040031420022.0,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836
6040031420040.0,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836
6040031420049.0,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836,203.28836
