id_n,WT2016,WT2017,WT2018,WT2019,WT2020,WT2021,WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028,WT2029,WT2030
3020030920056.0,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287
3020030920069.0,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287
3020030920076.0,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287
3020030920088.0,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287,54.249287
3020031320003.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320008.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320017.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320022.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320026.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320036.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320040.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320050.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320054.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031320059.0,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004,39.18004
3020031820003.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820010.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820013.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820016.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820022.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820026.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820032.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820035.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820039.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020031820045.0,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567,40.371567
3020040120004.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120011.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120017.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120029.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120035.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120047.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120054.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120060.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120072.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040120078.0,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442,39.47442
3020040620016.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620026.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620047.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620058.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620068.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620089.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620099.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620120.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620131.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020040620141.0,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346,54.682346
3020041120002.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120007.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120017.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120023.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120028.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120038.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120043.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120053.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120059.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041120064.0,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747,42.731747
3020041720001.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
3020041720019.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
3020041720028.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
3020041720046.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
3020041720055.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
3020041720064.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
3020041720082.0,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682,51.15682
