,weight_2016,vatax_2016,CONS_Total_2016,weight_2017,vatax_2017,CONS_Total_2017,weight_2018,vatax_2018,CONS_Total_2018,weight_2019,vatax_2019,CONS_Total_2019,weight_2020,vatax_2020,CONS_Total_2020,weight_2021,vatax_2021,CONS_Total_2021,weight_2022,vatax_2022,CONS_Total_2022,weight_2023,vatax_2023,CONS_Total_2023,weight_2024,vatax_2024,CONS_Total_2024,weight_2025,vatax_2025,CONS_Total_2025,weight_ref_2025,vatax_ref_2025,CONS_Total_ref_2025,weight_ref_2026,vatax_ref_2026,CONS_Total_ref_2026,weight_ref_2027,vatax_ref_2027,CONS_Total_ref_2027,weight_ref_2028,vatax_ref_2028,CONS_Total_ref_2028,weight_ref_2029,vatax_ref_2029,CONS_Total_ref_2029,weight_ref_2030,vatax_ref_2030,CONS_Total_ref_2030,ETR,ETR_ref
39,"9,027.6227",54.0000,"1,055.0000","9,027.6227",63.0000,"1,235.0000","9,027.6227",60.0000,"1,171.0000","9,027.6227",66.0000,"1,281.0000","9,027.6227",64.0000,"1,239.0000","9,027.6227",89.0000,"1,739.0000","9,027.6227",76.0000,"1,488.0000","9,027.6227",82.0000,"1,608.0000","9,027.6227",92.0000,"1,791.0000","9,027.6227",98.0000,"1,915.0000","9,027.6227",255.0000,"1,915.0000","9,027.6227",274.0000,"2,051.0000","9,027.6227",293.0000,"2,196.0000","9,027.6227",314.0000,"2,351.0000","9,027.6227",336.0000,"2,519.0000","9,027.6227",360.0000,"2,699.0000",0.0512,0.1332
40,"8,962.8925",55.0000,"1,078.0000","8,962.8925",64.0000,"1,262.0000","8,962.8925",61.0000,"1,196.0000","8,962.8925",67.0000,"1,309.0000","8,962.8925",65.0000,"1,266.0000","8,962.8925",91.0000,"1,777.0000","8,962.8925",78.0000,"1,521.0000","8,962.8925",84.0000,"1,643.0000","8,962.8925",93.0000,"1,830.0000","8,962.8925",100.0000,"1,956.0000","8,962.8925",265.0000,"1,956.0000","8,962.8925",284.0000,"2,095.0000","8,962.8925",304.0000,"2,243.0000","8,962.8925",325.0000,"2,402.0000","8,962.8925",348.0000,"2,574.0000","8,962.8925",373.0000,"2,757.0000",0.0511,0.1355
41,"9,143.3603",64.0000,"1,130.0000","9,143.3603",74.0000,"1,323.0000","9,143.3603",71.0000,"1,254.0000","9,143.3603",77.0000,"1,373.0000","9,143.3603",75.0000,"1,327.0000","9,143.3603",105.0000,"1,863.0000","9,143.3603",90.0000,"1,594.0000","9,143.3603",97.0000,"1,722.0000","9,143.3603",108.0000,"1,919.0000","9,143.3603",115.0000,"2,051.0000","9,143.3603",276.0000,"2,051.0000","9,143.3603",296.0000,"2,196.0000","9,143.3603",317.0000,"2,352.0000","9,143.3603",339.0000,"2,518.0000","9,143.3603",363.0000,"2,698.0000","9,143.3603",389.0000,"2,890.0000",0.0561,0.1346
42,"9,027.7108",55.0000,"1,144.0000","9,027.7108",64.0000,"1,339.0000","9,027.7108",61.0000,"1,270.0000","9,027.7108",67.0000,"1,390.0000","9,027.7108",64.0000,"1,344.0000","9,027.7108",90.0000,"1,886.0000","9,027.7108",77.0000,"1,614.0000","9,027.7108",83.0000,"1,744.0000","9,027.7108",93.0000,"1,943.0000","9,027.7108",99.0000,"2,077.0000","9,027.7108",276.0000,"2,077.0000","9,027.7108",296.0000,"2,224.0000","9,027.7108",317.0000,"2,381.0000","9,027.7108",339.0000,"2,550.0000","9,027.7108",363.0000,"2,732.0000","9,027.7108",389.0000,"2,927.0000",0.0477,0.1329
43,"9,048.0545",58.0000,"1,172.0000","9,048.0545",68.0000,"1,373.0000","9,048.0545",64.0000,"1,302.0000","9,048.0545",70.0000,"1,424.0000","9,048.0545",68.0000,"1,377.0000","9,048.0545",95.0000,"1,933.0000","9,048.0545",81.0000,"1,654.0000","9,048.0545",88.0000,"1,787.0000","9,048.0545",98.0000,"1,991.0000","9,048.0545",105.0000,"2,128.0000","9,048.0545",285.0000,"2,128.0000","9,048.0545",305.0000,"2,279.0000","9,048.0545",327.0000,"2,440.0000","9,048.0545",350.0000,"2,613.0000","9,048.0545",375.0000,"2,800.0000","9,048.0545",402.0000,"2,999.0000",0.0493,0.1339
44,"8,914.8987",52.0000,"1,183.0000","8,914.8987",61.0000,"1,384.0000","8,914.8987",57.0000,"1,313.0000","8,914.8987",63.0000,"1,437.0000","8,914.8987",61.0000,"1,389.0000","8,914.8987",85.0000,"1,949.0000","8,914.8987",73.0000,"1,668.0000","8,914.8987",79.0000,"1,803.0000","8,914.8987",88.0000,"2,008.0000","8,914.8987",94.0000,"2,147.0000","8,914.8987",278.0000,"2,147.0000","8,914.8987",298.0000,"2,299.0000","8,914.8987",319.0000,"2,461.0000","8,914.8987",342.0000,"2,636.0000","8,914.8987",366.0000,"2,824.0000","8,914.8987",392.0000,"3,025.0000",0.0438,0.1295
45,"9,039.9938",65.0000,"1,228.0000","9,039.9938",76.0000,"1,437.0000","9,039.9938",72.0000,"1,363.0000","9,039.9938",79.0000,"1,491.0000","9,039.9938",77.0000,"1,442.0000","9,039.9938",108.0000,"2,024.0000","9,039.9938",92.0000,"1,732.0000","9,039.9938",99.0000,"1,872.0000","9,039.9938",111.0000,"2,085.0000","9,039.9938",118.0000,"2,229.0000","9,039.9938",298.0000,"2,229.0000","9,039.9938",319.0000,"2,386.0000","9,039.9938",342.0000,"2,555.0000","9,039.9938",366.0000,"2,736.0000","9,039.9938",392.0000,"2,932.0000","9,039.9938",420.0000,"3,141.0000",0.0529,0.1337
46,"9,029.1280",58.0000,"1,256.0000","9,029.1280",68.0000,"1,471.0000","9,029.1280",64.0000,"1,395.0000","9,029.1280",70.0000,"1,526.0000","9,029.1280",68.0000,"1,476.0000","9,029.1280",95.0000,"2,071.0000","9,029.1280",81.0000,"1,773.0000","9,029.1280",88.0000,"1,915.0000","9,029.1280",98.0000,"2,134.0000","9,029.1280",105.0000,"2,281.0000","9,029.1280",307.0000,"2,281.0000","9,029.1280",329.0000,"2,442.0000","9,029.1280",352.0000,"2,615.0000","9,029.1280",377.0000,"2,800.0000","9,029.1280",404.0000,"3,000.0000","9,029.1280",432.0000,"3,214.0000",0.0460,0.1346
47,"9,116.1851",67.0000,"1,296.0000","9,116.1851",78.0000,"1,517.0000","9,116.1851",74.0000,"1,439.0000","9,116.1851",81.0000,"1,575.0000","9,116.1851",79.0000,"1,523.0000","9,116.1851",110.0000,"2,137.0000","9,116.1851",95.0000,"1,829.0000","9,116.1851",102.0000,"1,976.0000","9,116.1851",114.0000,"2,201.0000","9,116.1851",122.0000,"2,353.0000","9,116.1851",308.0000,"2,353.0000","9,116.1851",329.0000,"2,520.0000","9,116.1851",353.0000,"2,698.0000","9,116.1851",378.0000,"2,889.0000","9,116.1851",405.0000,"3,095.0000","9,116.1851",434.0000,"3,316.0000",0.0518,0.1309
48,"8,891.8544",61.0000,"1,294.0000","8,891.8544",72.0000,"1,515.0000","8,891.8544",68.0000,"1,436.0000","8,891.8544",75.0000,"1,572.0000","8,891.8544",72.0000,"1,520.0000","8,891.8544",101.0000,"2,133.0000","8,891.8544",87.0000,"1,825.0000","8,891.8544",94.0000,"1,972.0000","8,891.8544",104.0000,"2,197.0000","8,891.8544",112.0000,"2,349.0000","8,891.8544",308.0000,"2,349.0000","8,891.8544",330.0000,"2,515.0000","8,891.8544",354.0000,"2,693.0000","8,891.8544",379.0000,"2,884.0000","8,891.8544",406.0000,"3,090.0000","8,891.8544",435.0000,"3,310.0000",0.0477,0.1311
49,"9,004.2573",69.0000,"1,335.0000","9,004.2573",81.0000,"1,563.0000","9,004.2573",76.0000,"1,482.0000","9,004.2573",84.0000,"1,622.0000","9,004.2573",81.0000,"1,569.0000","9,004.2573",114.0000,"2,201.0000","9,004.2573",97.0000,"1,884.0000","9,004.2573",105.0000,"2,035.0000","9,004.2573",117.0000,"2,267.0000","9,004.2573",125.0000,"2,424.0000","9,004.2573",317.0000,"2,424.0000","9,004.2573",340.0000,"2,595.0000","9,004.2573",364.0000,"2,779.0000","9,004.2573",389.0000,"2,976.0000","9,004.2573",417.0000,"3,188.0000","9,004.2573",447.0000,"3,416.0000",0.0516,0.1308
50,"9,154.1394",72.0000,"1,382.0000","9,154.1394",84.0000,"1,618.0000","9,154.1394",80.0000,"1,534.0000","9,154.1394",87.0000,"1,679.0000","9,154.1394",85.0000,"1,624.0000","9,154.1394",119.0000,"2,278.0000","9,154.1394",102.0000,"1,950.0000","9,154.1394",110.0000,"2,107.0000","9,154.1394",122.0000,"2,347.0000","9,154.1394",131.0000,"2,509.0000","9,154.1394",340.0000,"2,509.0000","9,154.1394",364.0000,"2,687.0000","9,154.1394",390.0000,"2,877.0000","9,154.1394",418.0000,"3,080.0000","9,154.1394",448.0000,"3,300.0000","9,154.1394",480.0000,"3,536.0000",0.0522,0.1355
51,"9,089.1004",82.0000,"1,401.0000","9,089.1004",96.0000,"1,640.0000","9,089.1004",91.0000,"1,555.0000","9,089.1004",99.0000,"1,702.0000","9,089.1004",96.0000,"1,646.0000","9,089.1004",135.0000,"2,309.0000","9,089.1004",115.0000,"1,977.0000","9,089.1004",124.0000,"2,136.0000","9,089.1004",139.0000,"2,379.0000","9,089.1004",148.0000,"2,543.0000","9,089.1004",340.0000,"2,543.0000","9,089.1004",364.0000,"2,723.0000","9,089.1004",390.0000,"2,916.0000","9,089.1004",418.0000,"3,122.0000","9,089.1004",448.0000,"3,345.0000","9,089.1004",480.0000,"3,584.0000",0.0582,0.1337
52,"9,104.1815",80.0000,"1,440.0000","9,104.1815",93.0000,"1,685.0000","9,104.1815",89.0000,"1,598.0000","9,104.1815",97.0000,"1,749.0000","9,104.1815",94.0000,"1,691.0000","9,104.1815",132.0000,"2,373.0000","9,104.1815",113.0000,"2,031.0000","9,104.1815",122.0000,"2,195.0000","9,104.1815",136.0000,"2,445.0000","9,104.1815",145.0000,"2,614.0000","9,104.1815",345.0000,"2,614.0000","9,104.1815",369.0000,"2,799.0000","9,104.1815",395.0000,"2,997.0000","9,104.1815",423.0000,"3,209.0000","9,104.1815",454.0000,"3,438.0000","9,104.1815",486.0000,"3,683.0000",0.0555,0.1320
53,"8,819.1968",73.0000,"1,436.0000","8,819.1968",85.0000,"1,682.0000","8,819.1968",81.0000,"1,595.0000","8,819.1968",88.0000,"1,745.0000","8,819.1968",85.0000,"1,688.0000","8,819.1968",120.0000,"2,368.0000","8,819.1968",103.0000,"2,027.0000","8,819.1968",111.0000,"2,190.0000","8,819.1968",124.0000,"2,439.0000","8,819.1968",132.0000,"2,608.0000","8,819.1968",341.0000,"2,608.0000","8,819.1968",365.0000,"2,792.0000","8,819.1968",391.0000,"2,990.0000","8,819.1968",418.0000,"3,202.0000","8,819.1968",448.0000,"3,430.0000","8,819.1968",480.0000,"3,675.0000",0.0506,0.1308
54,"9,061.5298",65.0000,"1,513.0000","9,061.5298",77.0000,"1,771.0000","9,061.5298",73.0000,"1,679.0000","9,061.5298",79.0000,"1,837.0000","9,061.5298",77.0000,"1,777.0000","9,061.5298",108.0000,"2,493.0000","9,061.5298",92.0000,"2,134.0000","9,061.5298",100.0000,"2,306.0000","9,061.5298",111.0000,"2,568.0000","9,061.5298",119.0000,"2,746.0000","9,061.5298",359.0000,"2,746.0000","9,061.5298",384.0000,"2,940.0000","9,061.5298",411.0000,"3,148.0000","9,061.5298",440.0000,"3,371.0000","9,061.5298",472.0000,"3,612.0000","9,061.5298",505.0000,"3,870.0000",0.0433,0.1307
55,"8,936.5575",75.0000,"1,528.0000","8,936.5575",88.0000,"1,789.0000","8,936.5575",84.0000,"1,697.0000","8,936.5575",92.0000,"1,857.0000","8,936.5575",89.0000,"1,796.0000","8,936.5575",124.0000,"2,520.0000","8,936.5575",106.0000,"2,156.0000","8,936.5575",115.0000,"2,330.0000","8,936.5575",128.0000,"2,595.0000","8,936.5575",137.0000,"2,774.0000","8,936.5575",343.0000,"2,774.0000","8,936.5575",367.0000,"2,971.0000","8,936.5575",394.0000,"3,181.0000","8,936.5575",421.0000,"3,406.0000","8,936.5575",451.0000,"3,650.0000","8,936.5575",484.0000,"3,910.0000",0.0494,0.1236
56,"8,216.0393",70.0000,"1,430.0000","8,216.0393",82.0000,"1,674.0000","8,216.0393",78.0000,"1,587.0000","8,216.0393",85.0000,"1,737.0000","8,216.0393",82.0000,"1,680.0000","8,216.0393",115.0000,"2,357.0000","8,216.0393",99.0000,"2,017.0000","8,216.0393",107.0000,"2,179.0000","8,216.0393",119.0000,"2,428.0000","8,216.0393",127.0000,"2,595.0000","8,216.0393",349.0000,"2,595.0000","8,216.0393",373.0000,"2,779.0000","8,216.0393",400.0000,"2,976.0000","8,216.0393",428.0000,"3,186.0000","8,216.0393",459.0000,"3,414.0000","8,216.0393",491.0000,"3,658.0000",0.0489,0.1345
57,"9,471.5125",97.0000,"1,685.0000","9,471.5125",114.0000,"1,973.0000","9,471.5125",108.0000,"1,871.0000","9,471.5125",118.0000,"2,047.0000","9,471.5125",114.0000,"1,980.0000","9,471.5125",160.0000,"2,778.0000","9,471.5125",137.0000,"2,378.0000","9,471.5125",148.0000,"2,569.0000","9,471.5125",165.0000,"2,862.0000","9,471.5125",176.0000,"3,060.0000","9,471.5125",414.0000,"3,060.0000","9,471.5125",443.0000,"3,276.0000","9,471.5125",474.0000,"3,508.0000","9,471.5125",508.0000,"3,756.0000","9,471.5125",544.0000,"4,025.0000","9,471.5125",583.0000,"4,312.0000",0.0575,0.1353
58,"9,561.4948",101.0000,"1,735.0000","9,561.4948",119.0000,"2,031.0000","9,561.4948",113.0000,"1,926.0000","9,561.4948",123.0000,"2,108.0000","9,561.4948",119.0000,"2,039.0000","9,561.4948",167.0000,"2,861.0000","9,561.4948",143.0000,"2,448.0000","9,561.4948",155.0000,"2,645.0000","9,561.4948",172.0000,"2,947.0000","9,561.4948",184.0000,"3,150.0000","9,561.4948",429.0000,"3,150.0000","9,561.4948",459.0000,"3,373.0000","9,561.4948",492.0000,"3,612.0000","9,561.4948",527.0000,"3,868.0000","9,561.4948",564.0000,"4,144.0000","9,561.4948",605.0000,"4,439.0000",0.0584,0.1362
59,"9,178.0721",88.0000,"1,705.0000","9,178.0721",103.0000,"1,996.0000","9,178.0721",98.0000,"1,893.0000","9,178.0721",107.0000,"2,072.0000","9,178.0721",103.0000,"2,003.0000","9,178.0721",145.0000,"2,811.0000","9,178.0721",124.0000,"2,406.0000","9,178.0721",134.0000,"2,600.0000","9,178.0721",149.0000,"2,896.0000","9,178.0721",160.0000,"3,096.0000","9,178.0721",399.0000,"3,096.0000","9,178.0721",427.0000,"3,315.0000","9,178.0721",457.0000,"3,549.0000","9,178.0721",490.0000,"3,801.0000","9,178.0721",525.0000,"4,072.0000","9,178.0721",562.0000,"4,363.0000",0.0517,0.1289
60,"8,940.7357",89.0000,"1,701.0000","8,940.7357",104.0000,"1,992.0000","8,940.7357",98.0000,"1,889.0000","8,940.7357",108.0000,"2,067.0000","8,940.7357",104.0000,"1,999.0000","8,940.7357",146.0000,"2,805.0000","8,940.7357",125.0000,"2,400.0000","8,940.7357",135.0000,"2,593.0000","8,940.7357",150.0000,"2,889.0000","8,940.7357",161.0000,"3,088.0000","8,940.7357",394.0000,"3,088.0000","8,940.7357",422.0000,"3,307.0000","8,940.7357",452.0000,"3,541.0000","8,940.7357",484.0000,"3,792.0000","8,940.7357",518.0000,"4,062.0000","8,940.7357",555.0000,"4,352.0000",0.0521,0.1276
61,"9,134.7657",82.0000,"1,776.0000","9,134.7657",96.0000,"2,080.0000","9,134.7657",91.0000,"1,972.0000","9,134.7657",100.0000,"2,158.0000","9,134.7657",97.0000,"2,087.0000","9,134.7657",136.0000,"2,928.0000","9,134.7657",116.0000,"2,506.0000","9,134.7657",126.0000,"2,708.0000","9,134.7657",140.0000,"3,016.0000","9,134.7657",150.0000,"3,225.0000","9,134.7657",428.0000,"3,225.0000","9,134.7657",458.0000,"3,453.0000","9,134.7657",490.0000,"3,697.0000","9,134.7657",525.0000,"3,959.0000","9,134.7657",562.0000,"4,242.0000","9,134.7657",603.0000,"4,545.0000",0.0465,0.1327
62,"9,039.7566",84.0000,"1,791.0000","9,039.7566",99.0000,"2,097.0000","9,039.7566",93.0000,"1,989.0000","9,039.7566",102.0000,"2,176.0000","9,039.7566",99.0000,"2,105.0000","9,039.7566",139.0000,"2,953.0000","9,039.7566",119.0000,"2,528.0000","9,039.7566",128.0000,"2,731.0000","9,039.7566",143.0000,"3,042.0000","9,039.7566",153.0000,"3,252.0000","9,039.7566",401.0000,"3,252.0000","9,039.7566",429.0000,"3,482.0000","9,039.7566",460.0000,"3,729.0000","9,039.7566",492.0000,"3,993.0000","9,039.7566",528.0000,"4,278.0000","9,039.7566",565.0000,"4,583.0000",0.0470,0.1233
63,"8,928.0298",103.0000,"1,800.0000","8,928.0298",120.0000,"2,108.0000","8,928.0298",114.0000,"1,999.0000","8,928.0298",125.0000,"2,187.0000","8,928.0298",121.0000,"2,115.0000","8,928.0298",169.0000,"2,968.0000","8,928.0298",145.0000,"2,540.0000","8,928.0298",157.0000,"2,745.0000","8,928.0298",174.0000,"3,057.0000","8,928.0298",186.0000,"3,268.0000","8,928.0298",440.0000,"3,268.0000","8,928.0298",471.0000,"3,500.0000","8,928.0298",504.0000,"3,747.0000","8,928.0298",540.0000,"4,013.0000","8,928.0298",579.0000,"4,299.0000","8,928.0298",620.0000,"4,606.0000",0.0569,0.1346
64,"9,039.5452",110.0000,"1,869.0000","9,039.5452",129.0000,"2,188.0000","9,039.5452",122.0000,"2,075.0000","9,039.5452",134.0000,"2,271.0000","9,039.5452",129.0000,"2,196.0000","9,039.5452",182.0000,"3,082.0000","9,039.5452",155.0000,"2,638.0000","9,039.5452",168.0000,"2,850.0000","9,039.5452",187.0000,"3,174.0000","9,039.5452",200.0000,"3,394.0000","9,039.5452",441.0000,"3,394.0000","9,039.5452",472.0000,"3,634.0000","9,039.5452",505.0000,"3,891.0000","9,039.5452",541.0000,"4,167.0000","9,039.5452",580.0000,"4,464.0000","9,039.5452",621.0000,"4,783.0000",0.0589,0.1299
65,"9,057.4241",92.0000,"1,917.0000","9,057.4241",108.0000,"2,244.0000","9,057.4241",102.0000,"2,128.0000","9,057.4241",112.0000,"2,328.0000","9,057.4241",108.0000,"2,252.0000","9,057.4241",152.0000,"3,159.0000","9,057.4241",130.0000,"2,704.0000","9,057.4241",141.0000,"2,922.0000","9,057.4241",157.0000,"3,254.0000","9,057.4241",168.0000,"3,479.0000","9,057.4241",451.0000,"3,479.0000","9,057.4241",483.0000,"3,725.0000","9,057.4241",517.0000,"3,989.0000","9,057.4241",553.0000,"4,272.0000","9,057.4241",593.0000,"4,576.0000","9,057.4241",635.0000,"4,903.0000",0.0483,0.1296
66,"9,112.8844",135.0000,"1,969.0000","9,112.8844",158.0000,"2,305.0000","9,112.8844",150.0000,"2,186.0000","9,112.8844",164.0000,"2,392.0000","9,112.8844",158.0000,"2,313.0000","9,112.8844",222.0000,"3,246.0000","9,112.8844",190.0000,"2,778.0000","9,112.8844",206.0000,"3,001.0000","9,112.8844",229.0000,"3,343.0000","9,112.8844",245.0000,"3,574.0000","9,112.8844",491.0000,"3,574.0000","9,112.8844",526.0000,"3,827.0000","9,112.8844",563.0000,"4,098.0000","9,112.8844",603.0000,"4,388.0000","9,112.8844",646.0000,"4,701.0000","9,112.8844",692.0000,"5,037.0000",0.0686,0.1374
67,"9,019.4907",100.0000,"1,983.0000","9,019.4907",117.0000,"2,321.0000","9,019.4907",111.0000,"2,201.0000","9,019.4907",122.0000,"2,409.0000","9,019.4907",118.0000,"2,329.0000","9,019.4907",165.0000,"3,268.0000","9,019.4907",141.0000,"2,797.0000","9,019.4907",153.0000,"3,022.0000","9,019.4907",170.0000,"3,367.0000","9,019.4907",182.0000,"3,599.0000","9,019.4907",462.0000,"3,599.0000","9,019.4907",495.0000,"3,854.0000","9,019.4907",530.0000,"4,127.0000","9,019.4907",567.0000,"4,419.0000","9,019.4907",608.0000,"4,734.0000","9,019.4907",651.0000,"5,072.0000",0.0506,0.1284
68,"8,765.7585",101.0000,"1,976.0000","8,765.7585",118.0000,"2,313.0000","8,765.7585",112.0000,"2,193.0000","8,765.7585",122.0000,"2,400.0000","8,765.7585",118.0000,"2,321.0000","8,765.7585",166.0000,"3,257.0000","8,765.7585",142.0000,"2,788.0000","8,765.7585",153.0000,"3,012.0000","8,765.7585",171.0000,"3,355.0000","8,765.7585",182.0000,"3,587.0000","8,765.7585",464.0000,"3,587.0000","8,765.7585",497.0000,"3,840.0000","8,765.7585",532.0000,"4,112.0000","8,765.7585",569.0000,"4,403.0000","8,765.7585",610.0000,"4,718.0000","8,765.7585",653.0000,"5,055.0000",0.0507,0.1294
69,"8,717.7609",103.0000,"2,014.0000","8,717.7609",120.0000,"2,358.0000","8,717.7609",114.0000,"2,236.0000","8,717.7609",125.0000,"2,447.0000","8,717.7609",121.0000,"2,366.0000","8,717.7609",170.0000,"3,320.0000","8,717.7609",145.0000,"2,842.0000","8,717.7609",157.0000,"3,070.0000","8,717.7609",175.0000,"3,420.0000","8,717.7609",187.0000,"3,656.0000","8,717.7609",464.0000,"3,656.0000","8,717.7609",497.0000,"3,915.0000","8,717.7609",532.0000,"4,192.0000","8,717.7609",570.0000,"4,489.0000","8,717.7609",610.0000,"4,809.0000","8,717.7609",654.0000,"5,153.0000",0.0511,0.1269
70,"9,475.9151",122.0000,"2,237.0000","9,475.9151",143.0000,"2,619.0000","9,475.9151",136.0000,"2,484.0000","9,475.9151",148.0000,"2,718.0000","9,475.9151",143.0000,"2,629.0000","9,475.9151",201.0000,"3,688.0000","9,475.9151",172.0000,"3,157.0000","9,475.9151",186.0000,"3,411.0000","9,475.9151",207.0000,"3,799.0000","9,475.9151",222.0000,"4,062.0000","9,475.9151",520.0000,"4,062.0000","9,475.9151",557.0000,"4,349.0000","9,475.9151",596.0000,"4,657.0000","9,475.9151",639.0000,"4,987.0000","9,475.9151",684.0000,"5,343.0000","9,475.9151",733.0000,"5,724.0000",0.0547,0.1280
71,"9,115.6782",130.0000,"2,215.0000","9,115.6782",152.0000,"2,593.0000","9,115.6782",145.0000,"2,459.0000","9,115.6782",158.0000,"2,690.0000","9,115.6782",153.0000,"2,602.0000","9,115.6782",215.0000,"3,651.0000","9,115.6782",184.0000,"3,125.0000","9,115.6782",198.0000,"3,376.0000","9,115.6782",221.0000,"3,761.0000","9,115.6782",236.0000,"4,021.0000","9,115.6782",531.0000,"4,021.0000","9,115.6782",569.0000,"4,305.0000","9,115.6782",609.0000,"4,610.0000","9,115.6782",652.0000,"4,936.0000","9,115.6782",699.0000,"5,289.0000","9,115.6782",749.0000,"5,666.0000",0.0587,0.1321
72,"8,803.0572",114.0000,"2,196.0000","8,803.0572",134.0000,"2,571.0000","8,803.0572",127.0000,"2,438.0000","8,803.0572",139.0000,"2,668.0000","8,803.0572",134.0000,"2,580.0000","8,803.0572",189.0000,"3,621.0000","8,803.0572",161.0000,"3,099.0000","8,803.0572",174.0000,"3,348.0000","8,803.0572",194.0000,"3,730.0000","8,803.0572",208.0000,"3,987.0000","8,803.0572",501.0000,"3,987.0000","8,803.0572",536.0000,"4,269.0000","8,803.0572",574.0000,"4,571.0000","8,803.0572",615.0000,"4,895.0000","8,803.0572",659.0000,"5,244.0000","8,803.0572",706.0000,"5,619.0000",0.0522,0.1257
73,"9,360.5853",140.0000,"2,394.0000","9,360.5853",164.0000,"2,802.0000","9,360.5853",155.0000,"2,657.0000","9,360.5853",170.0000,"2,908.0000","9,360.5853",164.0000,"2,812.0000","9,360.5853",230.0000,"3,946.0000","9,360.5853",197.0000,"3,377.0000","9,360.5853",213.0000,"3,649.0000","9,360.5853",237.0000,"4,065.0000","9,360.5853",254.0000,"4,345.0000","9,360.5853",562.0000,"4,345.0000","9,360.5853",602.0000,"4,653.0000","9,360.5853",645.0000,"4,982.0000","9,360.5853",690.0000,"5,335.0000","9,360.5853",740.0000,"5,716.0000","9,360.5853",792.0000,"6,124.0000",0.0585,0.1293
74,"8,881.9740",120.0000,"2,318.0000","8,881.9740",140.0000,"2,714.0000","8,881.9740",133.0000,"2,574.0000","8,881.9740",145.0000,"2,816.0000","8,881.9740",140.0000,"2,724.0000","8,881.9740",197.0000,"3,822.0000","8,881.9740",169.0000,"3,271.0000","8,881.9740",182.0000,"3,534.0000","8,881.9740",203.0000,"3,937.0000","8,881.9740",217.0000,"4,209.0000","8,881.9740",540.0000,"4,209.0000","8,881.9740",578.0000,"4,506.0000","8,881.9740",619.0000,"4,826.0000","8,881.9740",663.0000,"5,167.0000","8,881.9740",710.0000,"5,536.0000","8,881.9740",761.0000,"5,931.0000",0.0516,0.1283
75,"8,724.9477",157.0000,"2,338.0000","8,724.9477",184.0000,"2,737.0000","8,724.9477",175.0000,"2,595.0000","8,724.9477",191.0000,"2,840.0000","8,724.9477",185.0000,"2,747.0000","8,724.9477",259.0000,"3,854.0000","8,724.9477",222.0000,"3,298.0000","8,724.9477",240.0000,"3,564.0000","8,724.9477",267.0000,"3,970.0000","8,724.9477",285.0000,"4,244.0000","8,724.9477",560.0000,"4,244.0000","8,724.9477",600.0000,"4,544.0000","8,724.9477",642.0000,"4,866.0000","8,724.9477",688.0000,"5,210.0000","8,724.9477",737.0000,"5,582.0000","8,724.9477",789.0000,"5,981.0000",0.0672,0.1320
76,"9,486.9589",161.0000,"2,611.0000","9,486.9589",188.0000,"3,056.0000","9,486.9589",179.0000,"2,898.0000","9,486.9589",195.0000,"3,171.0000","9,486.9589",189.0000,"3,067.0000","9,486.9589",265.0000,"4,303.0000","9,486.9589",227.0000,"3,683.0000","9,486.9589",245.0000,"3,979.0000","9,486.9589",273.0000,"4,433.0000","9,486.9589",292.0000,"4,739.0000","9,486.9589",631.0000,"4,739.0000","9,486.9589",675.0000,"5,074.0000","9,486.9589",723.0000,"5,434.0000","9,486.9589",774.0000,"5,818.0000","9,486.9589",829.0000,"6,233.0000","9,486.9589",889.0000,"6,678.0000",0.0616,0.1332
77,"8,880.3182",141.0000,"2,519.0000","8,880.3182",165.0000,"2,948.0000","8,880.3182",157.0000,"2,796.0000","8,880.3182",171.0000,"3,060.0000","8,880.3182",166.0000,"2,959.0000","8,880.3182",232.0000,"4,152.0000","8,880.3182",199.0000,"3,553.0000","8,880.3182",215.0000,"3,839.0000","8,880.3182",239.0000,"4,277.0000","8,880.3182",256.0000,"4,572.0000","8,880.3182",586.0000,"4,572.0000","8,880.3182",627.0000,"4,896.0000","8,880.3182",672.0000,"5,242.0000","8,880.3182",719.0000,"5,613.0000","8,880.3182",770.0000,"6,014.0000","8,880.3182",825.0000,"6,443.0000",0.0560,0.1282
78,"8,627.8655",165.0000,"2,513.0000","8,627.8655",194.0000,"2,942.0000","8,627.8655",184.0000,"2,790.0000","8,627.8655",201.0000,"3,053.0000","8,627.8655",194.0000,"2,952.0000","8,627.8655",273.0000,"4,142.0000","8,627.8655",233.0000,"3,545.0000","8,627.8655",252.0000,"3,831.0000","8,627.8655",281.0000,"4,267.0000","8,627.8655",300.0000,"4,562.0000","8,627.8655",584.0000,"4,562.0000","8,627.8655",626.0000,"4,885.0000","8,627.8655",670.0000,"5,230.0000","8,627.8655",718.0000,"5,601.0000","8,627.8655",769.0000,"6,000.0000","8,627.8655",824.0000,"6,429.0000",0.0658,0.1280
